,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Consumer_Rating_binned
3639,2015,Honda,CR-Z EX,Used,15983.0,4.6,774,Blue,–,Front-wheel Drive,Hybrid,6-Speed Manual,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1C66FS001774,S001774,63705.0,4.5,4.7,4.7,4.9,4.9,5.0,IN,Dealer,4
3640,2020,Honda,Accord EX-L,Used,28650.0,4.7,223,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F5XLA022871,STK022871,49395.0,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer,4
3641,2011,Honda,CR-Z EX,Used,10950.0,3.4,250,Milano Red,Gray / Silver,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D68BS007097,10554,71299.0,4.2,4.4,4.0,4.4,4.7,4.7,IN,Dealer,3
3642,2020,Honda,Civic Si Base,Honda Certified,28247.0,4.9,2138,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A52LH750241,10045B,36168.0,4.8,4.8,4.8,4.8,4.9,4.9,IN,Dealer,4
3643,2015,Honda,CR-Z EX,Used,19995.0,4.8,4,Black,–,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D6XFS000061,22828,58627.0,4.5,4.7,4.7,4.9,4.9,5.0,IN,Dealer,4
3644,2021,Honda,Accord Sport 2.0T,Honda Certified,29967.0,5.0,5006,Blue,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F34MA008695,P20949,31626.0,4.9,4.8,4.8,4.8,4.9,4.8,IN,Dealer,5
3645,2017,Honda,Accord Hybrid Touring,Used,19695.0,4.8,86,White,Beige,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,JHMCR6F75HC005519,005519,90530.0,4.8,4.8,4.7,4.6,4.9,4.8,IN,Dealer,4
3646,2021,Honda,Passport EX-L,Honda Certified,34998.0,4.8,1893,Silver,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H52MB006917,TMB006917,22309.0,4.9,4.7,4.8,4.6,4.8,4.8,TN,Dealer,4
3648,2022,Honda,Pilot Special Edition,New,44600.0,5.0,4402,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB095486,9718,2551.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,5
3649,2022,Honda,Accord Sport 1.5T,New,30470.0,4.8,1030,Platinum White Pearl,–,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA123059,NA123059,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,4
3650,2023,Honda,Odyssey Elite,New,51310.0,4.5,1205,Platinum White Pearl,–,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB033362,PB033362,10.0,5.0,5.0,4.0,4.0,4.0,5.0,GA,Dealer,4
3651,2019,Honda,Accord EX-L 2.0T,Used,26500.0,5.0,3139,Platinum White,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F56KA022323,15022323,46098.0,4.7,4.7,4.7,4.7,4.8,4.8,MI,Dealer,5
3652,2021,Honda,Odyssey Touring,Honda Certified,40418.0,4.6,1100,Gray,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H81MB039084,HA24847A,25725.0,5.0,5.0,4.9,4.8,4.8,5.0,MI,Dealer,4
3653,2023,Honda,HR-V Sport,New,27145.0,5.0,2546,Milano Red,Black,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ1H50PM721990,PM721990,4.0,4.0,5.0,4.0,5.0,5.0,5.0,GA,Dealer,5
3654,2020,Honda,Accord Sport 1.5T,Used,22248.0,4.8,306,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,CVT,4 Cylinder Engine,1HGCV1F30LA009741,P6669,71016.0,4.8,4.8,4.8,4.8,4.9,4.9,MI,Dealer,4
3655,2022,Honda,Pilot EX-L,New,42000.0,4.8,3335,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF5H54NB036734,DNG5105,0.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,4
3656,2023,Honda,Ridgeline Black Edition,New,49380.0,4.8,14,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,OTHER,3.5L V6 24V GDI SOHC,5FPYK3F83PB011363,17323,3.0,5.0,4.8,4.8,4.2,5.0,5.0,OH,Dealer,4
3657,2021,Honda,Accord Sport 2.0T,Used,28500.0,4.5,470,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F31MA000957,S8559T,28177.0,4.9,4.8,4.8,4.8,4.9,4.8,OH,Dealer,4
3659,2022,Honda,Pilot Sport,New,41375.0,3.6,35,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB102599,HT20099,5.0,5.0,5.0,5.0,5.0,5.0,5.0,WV,Dealer,3
3660,2021,Honda,Pilot Special Edition,Used,37488.0,4.8,33,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21MB058605,P10268A-2,26054.0,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,4
3661,2019,Honda,Odyssey Elite,Used,35873.0,4.8,3031,Pacific Pewter Metallic,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H97KB080860,080860T01,39543.0,4.8,4.6,4.5,4.3,4.7,4.5,OH,Dealer,4
3662,2016,Honda,CR-V EX,Used,20580.0,4.0,19,Brown,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRM4H55GH680767,13008,81751.0,4.6,4.5,4.6,4.6,4.7,4.7,WV,Dealer,4
3663,2018,Honda,CR-V EX-L,Used,22279.0,4.7,1024,White Diamond Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H84JH672238,22HK0492A,93267.0,4.8,4.7,4.7,4.6,4.7,4.7,PA,Dealer,4
3664,2023,Honda,Odyssey Touring,New,46144.0,4.4,121,Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H81PB035010,H23112,10.0,5.0,5.0,4.0,4.0,4.0,5.0,WV,Dealer,4
3665,2022,Honda,Pilot Sport,New,41770.0,4.4,880,Platinum White,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB096350,90049,0.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,4
3666,2022,Honda,Passport EX-L,Used,32674.0,5.0,822,Black,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H50NB000115,3460880A,13573.0,5.0,5.0,4.9,5.0,4.9,5.0,FL,Dealer,5
3667,2022,Honda,Pilot Sport,New,41770.0,5.0,0,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB100790,CHG221056,20.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,5
3668,2021,Honda,Passport Sport,Used,29999.0,4.8,1050,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H29MB012080,T377501,18415.0,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer,4
3669,2021,Honda,Passport Touring,Used,35255.0,5.0,13041,Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H99MB036537,B036537,22704.0,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer,5
3670,2019,Honda,Accord LX,Used,22990.0,4.1,1919,Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F10KA008246,F17058T,53541.0,4.7,4.7,4.7,4.7,4.8,4.8,SC,Dealer,4
3671,2018,Honda,Pilot EX-L,Used,26497.0,4.6,415,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53JB012876,4600073A,68245.0,4.7,4.6,4.7,4.5,4.6,4.7,PA,Dealer,4
3673,2022,Honda,Accord Sport SE 1.5T,Used,29998.0,4.6,40,Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic,4 Cylinder Engine,1HGCV1F42NA037374,147888,5983.0,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer,4
3674,2011,Honda,Element EX,Used,14475.0,4.7,24,Polished Metal Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH1H79BL002165,002165,155003.0,4.5,4.7,4.5,4.8,4.6,4.9,VA,Dealer,4
3675,2015,Honda,Crosstour EX-L,Used,19973.0,4.7,110,Polished Metal Metallic,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6TF3H59FL001811,T010,48132.0,4.7,4.8,4.6,4.5,4.7,4.8,VA,Dealer,4
3676,2002,Honda,S2000,Used,39995.0,4.0,208,–,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,JHMAP11492T006323,CSA6268,19940.0,4.1,4.5,4.8,4.9,4.9,5.0,VA,Dealer,4
3677,2021,Honda,CR-V EX,Used,29998.0,4.9,13,Black,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H52MH641967,23741767,33570.0,4.9,4.8,4.8,4.8,4.9,4.9,VA,Dealer,4
3678,2023,Honda,Ridgeline Black Edition,New,47920.0,4.4,878,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F86PB009218,58118,10.0,5.0,4.8,4.8,4.2,5.0,5.0,VA,Dealer,4
3679,2022,Honda,Civic Sport,Used,28999.0,4.6,329,Boost Blue Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H87NE007968,U007968,9015.0,4.6,4.9,4.4,4.6,4.6,4.7,PA,Dealer,4
3680,2022,Honda,HR-V Sport,Used,24699.0,4.7,704,Milano Red,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H18NM722083,GT23241A,10913.0,3.8,3.2,3.6,3.6,4.2,4.2,MD,Dealer,4
3681,2022,Honda,Pilot TrailSport,New,46500.0,5.0,7,Platinum White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB096407,50031,6.0,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,5
3682,2020,Honda,Passport EX-L,Used,33995.0,3.0,107,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,5FNYF8H58LB010314,46159,34381.0,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer,3
3684,2019,Honda,Passport EX-L,Used,30498.0,4.5,770,Gray,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52KB028449,MKB028449,12227.0,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer,4
3685,2022,Honda,Passport TrailSport,Honda Certified,40876.0,5.0,778,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H63NB008708,ER8810,12491.0,5.0,5.0,4.9,5.0,4.9,5.0,PA,Dealer,5
3686,2022,Honda,Passport TrailSport,Used,41991.0,5.0,3575,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H68NB002189,US85190L,9281.0,5.0,5.0,4.9,5.0,4.9,5.0,PA,Dealer,5
3687,2019,Honda,Fit EX,Used,18990.0,4.7,4,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H88KM729607,729607,28836.0,4.6,4.6,4.7,4.8,4.8,4.8,PA,Dealer,4
3688,2022,Honda,Ridgeline RTL-E,New,45760.0,4.5,3416,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72NB033777,227009,6156.0,5.0,4.9,4.9,4.3,4.7,5.0,NJ,Dealer,4
3689,2020,Honda,Ridgeline Sport,Honda Certified,31000.0,4.5,3416,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F14LB015872,235118A,21862.0,4.8,4.7,4.6,4.5,4.7,4.7,NJ,Dealer,4
3691,2019,Honda,Passport Sport,Used,21988.0,4.1,118,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H24KB027132,14138,48744.0,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer,4
3692,2022,Honda,Pilot EX-L,Used,38677.0,4.9,4786,Steel Sapphire Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H57NB023286,U35603L,15599.0,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,4
3693,2022,Honda,CR-V Touring,Honda Certified,36877.0,4.9,4786,Aegean Blue Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H98NE002757,U35583T,14106.0,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer,4
3694,2017,Honda,Odyssey Touring,Used,29884.0,4.0,969,White Diamond Pearl,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H95HB008087,U05082,50339.0,4.8,4.6,4.8,4.6,4.7,4.8,CT,Dealer,4
3695,2018,Honda,Civic Sport,Used,21698.0,4.4,851,White Orchid Pearl,Black / Ivory,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,SHHFK7G4XJU240387,B23293B,49793.0,4.7,4.7,4.8,4.8,4.9,4.8,NH,Dealer,4
3696,2023,Honda,CR-V EX-L,New,36900.0,4.7,591,Platinum White Pearl,–,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H76PH400913,2300260,8.0,5.0,5.0,5.0,4.0,4.0,5.0,MA,Dealer,4
3697,2023,Honda,Ridgeline Black Edition,New,50425.0,5.0,2879,Crystal Black Pearl,Black / Red,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F84PB013056,230151,2.0,5.0,4.8,4.8,4.2,5.0,5.0,MA,Dealer,5
3698,2020,Honda,Passport Touring,Used,32900.0,4.3,240,Lunar Silver,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H94LB001743,HP001743,38550.0,4.9,4.8,4.8,4.6,4.8,4.8,ME,Dealer,4
3699,2022,Honda,Accord Sport 2.0T,New,35150.0,4.7,376,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F38NA018650,00059864,3.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,4
3700,2016,Honda,Civic LX,Used,16998.0,4.6,0,Gray,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F59GH519748,23630040,101253.0,4.6,4.6,4.6,4.6,4.8,4.6,CA,Dealer,4
3701,2022,Honda,Pilot Touring 7-Passenger,New,43192.0,4.8,1976,Modern Steel Metallic,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H60NB035668,NB035668,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer,4
3702,2018,Honda,Accord Touring 2.0T,Honda Certified,29899.0,4.7,595,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F96JA031878,P17232,30750.0,4.8,4.8,4.7,4.7,4.8,4.8,NV,Dealer,4
3703,2022,Honda,Accord Hybrid Sport,New,37991.0,4.6,1959,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041626,NA041626,8.0,4.9,5.0,5.0,4.9,4.9,5.0,CA,Dealer,4
3704,2019,Honda,Ridgeline RTL,Used,31194.0,4.1,2029,Red,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK2F56KB000687,AP7722,27371.0,4.9,4.8,4.8,4.6,4.7,4.9,CA,Dealer,4
3705,2022,Honda,Pilot Special Edition,Used,50595.0,5.0,292,Platinum White Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H29NB090171,H1285U,457.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
3706,2019,Honda,Passport EX-L,Honda Certified,29998.0,4.8,1279,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H50KB010560,H30165A,11783.0,4.8,4.7,4.7,4.6,4.7,4.8,AZ,Dealer,4
3707,2022,Honda,Passport Elite,New,44455.0,4.8,1279,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H06NB030570,H22237,0.0,5.0,5.0,4.9,5.0,4.9,5.0,AZ,Dealer,4
3708,2020,Honda,Accord Sport 1.5T,Honda Certified,26170.0,4.3,1239,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F39LA061529,S21112,46542.0,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer,4
3709,2018,Honda,Ridgeline RTL-E,Used,27983.0,4.6,1421,White,–,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78JB003435,JB003435H,89304.0,4.9,4.8,4.8,4.6,4.8,4.9,OR,Dealer,4
3710,2021,Honda,HR-V EX,Used,26795.0,4.7,350,Gray,–,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H52MM744601,P3415,39609.0,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer,4
3711,2019,Honda,Passport EX-L,Honda Certified,34488.0,4.8,1650,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H58KB027872,KB027872A,27734.0,4.8,4.7,4.7,4.6,4.7,4.8,OR,Dealer,4
3712,2020,Honda,CR-V Touring,Used,33490.0,4.8,3063,Crystal Black Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H90LE011577,LE011577,23242.0,4.9,4.8,4.8,4.8,4.9,4.9,CO,Dealer,4
3713,2019,Honda,CR-V Touring,Used,31995.0,4.9,742,Obsidian Blue Pearl,–,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H97KL001646,S403302A,30099.0,4.8,4.8,4.7,4.7,4.8,4.8,WY,Dealer,4
3715,2022,Honda,Odyssey EX,Used,33584.0,4.5,107,Silver Gray,–,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H5XNB038846,NB038846,28229.0,4.3,4.4,4.3,4.1,4.3,4.3,TX,Dealer,4
3717,2018,Honda,CR-V EX,Used,24995.0,4.5,146,Black,–,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H57JE102484,6C3515A,46422.0,4.8,4.7,4.7,4.6,4.7,4.7,NE,Dealer,4
3718,2017,Honda,Odyssey SE,Used,21763.0,4.7,0,Modern Steel Metallic,–,Front-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,5FNRL5H39HB022375,HB022375,93134.0,4.8,4.6,4.8,4.6,4.7,4.8,KS,Dealer,4
3719,2022,Honda,Odyssey EX,Used,36431.0,4.3,1579,Red,–,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H58NB003576,NB003576,12062.0,4.3,4.4,4.3,4.1,4.3,4.3,TX,Dealer,4
3720,2022,Honda,Odyssey Touring,Honda Certified,44527.0,4.8,602,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H86NB023352,NB023352,11120.0,4.3,4.4,4.3,4.1,4.3,4.3,AR,Dealer,4
3721,2019,Honda,Accord Sport,Used,26998.0,4.8,1074,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36KA095121,42034,36662.0,4.7,4.7,4.7,4.7,4.8,4.8,TX,Dealer,4
3722,2019,Honda,Civic LX,Used,19512.0,4.3,125,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F62KH585494,HX1396,63261.0,4.8,4.8,4.9,4.8,4.9,4.9,IA,Dealer,4
3723,2020,Honda,Insight EX,Used,23500.0,4.4,712,Black,–,Front-wheel Drive,Hybrid,Variable,Gas/Electric I-4 1.5 L/91,19XZE4F51LE011801,8101A,85552.0,4.5,4.8,4.5,4.8,4.9,5.0,IA,Dealer,4
3724,2018,Honda,Pilot EX-L,Used,23490.0,4.9,41,Red,Gray,All-wheel Drive,Gasoline,6-SPEED A/T,V6 Cylinder Engine,5FNYF6H52JB015221,23968C,89970.0,4.7,4.6,4.7,4.5,4.6,4.7,AR,Dealer,4
3725,2021,Honda,Ridgeline Black Edition,Used,39998.0,3.9,485,CRYSTAL BLACK,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F87MB018571,24AI829T,12099.0,4.9,4.7,4.7,4.5,4.9,4.6,MN,Dealer,3
3726,2019,Honda,Odyssey EX-L,Honda Certified,37490.0,5.0,2352,Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76KB126905,P13042,35535.0,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer,5
3727,2020,Honda,Accord LX 1.5T,Honda Certified,25490.0,5.0,2352,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F10LA035884,P12906,41410.0,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,5
3728,2021,Honda,HR-V EX,Honda Certified,25398.0,3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H58MM729210,253233B,34649.0,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer,3
3729,2022,Honda,Accord Sport 1.5T,New,32070.0,5.0,3,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA113923,221848,3.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
3730,2019,Honda,Odyssey Elite,Used,34975.0,4.6,0,Blue,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XKB025870,H1741Q,114062.0,4.8,4.6,4.5,4.3,4.7,4.5,MO,Dealer,4
3731,2019,Honda,Odyssey EX-L,Used,33949.0,4.8,457,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70KB002225,TU-2478,24160.0,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer,4
3732,2020,Honda,Accord Hybrid Touring,Used,33998.0,4.7,7,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F95LA003823,23224728,37793.0,4.7,4.8,4.5,4.6,4.7,4.8,LA,Dealer,4
3733,2016,Honda,Civic EX,Used,19995.0,4.9,906,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F77GE006493,21100,55743.0,4.6,4.6,4.6,4.6,4.8,4.6,WI,Dealer,4
3734,2020,Honda,Pilot EX-L,Honda Certified,33500.0,4.8,1695,Deep Scarlet Pearl,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59LB008389,4P6907,28102.0,4.6,4.5,4.2,4.1,4.5,4.1,LA,Dealer,4
3735,2018,Honda,Odyssey EX-L,Used,24995.0,4.6,314,White,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73JB061476,22LT017A,79851.0,4.8,4.7,4.6,4.3,4.7,4.6,KY,Dealer,4
3736,2023,Honda,Ridgeline RTL,New,43470.0,4.8,1889,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB011615,E9926,2.0,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer,4
3737,2022,Honda,Odyssey Touring,Honda Certified,43995.0,5.0,9512,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H86NB020063,76709A,12019.0,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer,5
3738,2021,Honda,Pilot Black Edition,Used,41950.0,4.9,1826,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H78MB507824,C23018A,4879.0,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer,4
3739,2017,Honda,CR-V EX,Used,21492.0,4.8,1053,Blue,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H54HL034738,W7035A,71043.0,4.8,4.8,4.7,4.7,4.8,4.8,IN,Dealer,4
3740,2022,Honda,Pilot Sport,New,41770.0,5.0,67,Platinum White Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB096377,H22803,10.0,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer,5
3742,2022,Honda,Ridgeline RTL-E,Honda Certified,42749.0,5.0,1944,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F76NB018067,H13030A,1785.0,5.0,4.9,4.9,4.3,4.7,5.0,TN,Dealer,5
